License: Creative Commons Attribution 4.0 International (CC-BY 4.0) License.,,,,,,,,,,,,,,,,,,,,,,,
"Citation: Tappe, Sebastian, 2022, ""Global magmatic kimberlite and carbonatite compositions (elemental and isotopic)"", https://doi.org/10.25625/FLV19S, Göttingen Research Online / Data, V1.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Global Database of Major Element Compositions for Bulk Group-1 Kimberlites and Aillikites as compiled in Tappe et al. (2017, EPSL; supplementary file E)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Country / Region,Kimberlite Pipe / Cluster / Field,Kimberlite Group,Sample Number-1,Sample Number-2,Reference,Age [Ma],SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,CO2,LOI,,,
,,,,,,,,,,,,,,,,,,,,,,,
North America - Greenland,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Garnet Lake,Nielsen et al. (2009),577.8,29.01,2.34,1.87,4.4,4.65,0.2,23.08,12.89,0.11,1.41,0.44,,,17.82,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Qaamasoq,Nielsen et al. (2009),577.8,24.2,2.14,1.4,1.8,6.78,0.16,29.6,8.75,0.26,0.84,0.3,,,21.4,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Timitta Tasersua east,Nielsen et al. (2009),577.8,27.73,2.43,1.65,1.94,7.38,0.16,33.46,9.35,0.1,0.78,0.35,,,13,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Sillississanguit,Nielsen et al. (2009),577.8,26.08,1.89,1.15,2.68,6.42,0.16,33.48,11.22,0.09,0.38,0.17,,,14.61,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Sillississanguit,Nielsen et al. (2009),577.8,26.74,2.34,1.39,2.73,7.11,0.18,35.59,8.05,0.13,0.14,0.32,,,13.77,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Tasersuatsiaq,Nielsen et al. (2009),577.8,19.41,2.15,1.26,2.84,5.33,0.17,26.21,15.37,0.09,0.73,0.6,,,23.13,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Tasersuatsiaq,Nielsen et al. (2009),577.8,26.87,2.43,1.21,4.3,6.33,0.18,35.01,7.32,0.08,0.45,0.39,,,13.58,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Qaasup Nunaa,Nielsen et al. (2009),577.8,25.79,4.14,1.33,4.32,7.18,0.19,35.38,7.46,0.14,0.02,0.45,,,12.16,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Alannguarsuk (Goff),Nielsen et al. (2009),577.8,16.75,4.06,1.31,4.18,6.04,0.18,27.7,16.35,0.16,0.1,0.78,,,21.02,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Alannguarsuk (Goff),Nielsen et al. (2009),577.8,29.08,4.88,2.06,3.68,7.69,0.16,31.9,8.06,0.26,0.53,0.22,,,10.19,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Majuagaa,Nielsen et al. (2009),577.8,25.83,4.19,1.39,2.98,7.64,0.18,32.27,12.22,0.1,0,0.34,,,11.86,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Majuagaa,Nielsen et al. (2009),577.8,23.65,3.1,1.32,2.97,6.54,0.18,29.51,14.6,0.12,0.21,0.86,,,15.57,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Majuagaa,Nielsen et al. (2009),577.8,24.13,2.66,1.41,3.64,6.14,0.19,31.71,13.26,0.08,0.13,0.55,,,14.95,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Majuagaa,Nielsen et al. (2009),577.8,25.46,3.33,1.55,3.46,6.82,0.18,31.59,11.87,0.1,0.3,0.81,,,13.33,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Majuagaa,Nielsen et al. (2009),577.8,26.86,3.66,1.76,3.73,7,0.19,32.64,10.15,0.12,0.67,0.45,,,11.58,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Majuagaa,Nielsen et al. (2009),577.8,23.77,3.62,1.33,3.06,7.03,0.18,30.92,14.25,0.08,0.14,0.78,,,13.76,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Majuagaa,Nielsen et al. (2009),577.8,27.99,3.76,1.5,4.2,6.99,0.2,35.73,6.6,0.08,0.38,0.38,,,10.8,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Majuagaa,Nielsen et al. (2009),577.8,27.18,3.85,1.5,3.94,7.25,0.19,35.02,8.22,0.1,0.28,0.3,,,10.84,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Majuagaa,Nielsen et al. (2009),577.8,24.66,3.41,1.29,3.47,6.85,0.18,32.43,12.54,0.06,0.07,0.46,,,13.54,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Majuagaa,Nielsen et al. (2009),577.8,21.52,3.15,1.13,3.27,5.88,0.17,27.77,18.18,0.1,0.18,0.93,,,16.58,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Majuagaa,Nielsen et al. (2009),577.8,25.21,3.53,1.4,3.93,6.9,0.2,32.95,10.42,0.09,0.29,0.55,,,13.23,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Majuagaa,Nielsen et al. (2009),577.8,25.73,3.76,1.35,3.92,6.82,0.18,33.39,10.86,0.08,0.13,0.33,,,12.27,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Majuagaa,Nielsen et al. (2009),577.8,26.44,4.28,1.4,4.9,6.42,0.19,34.89,6.94,0.09,0.34,0.13,,,12.71,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Majuagaa,Nielsen et al. (2009),577.8,26.13,3.77,1.4,4.46,6.61,0.18,33.59,9.97,0.08,0.13,0.35,,,12.32,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Majuagaa,Nielsen et al. (2009),577.8,27.05,3.48,1.4,4.12,6.97,0.19,34.86,9.27,0.07,0.05,0.11,,,11.32,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Majuagaa,Nielsen et al. (2009),577.8,26.48,3.73,1.47,4.51,6.67,0.2,34.93,8.35,0.09,0.04,0.47,,,11.81,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Majuagaa,Nielsen et al. (2009),577.8,27.17,3.89,1.46,3.53,7.71,0.19,34.46,9.06,0.08,0.05,0.4,,,10.82,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Majuagaa,Nielsen et al. (2009),577.8,26.77,3.73,1.41,3.83,7.1,0.2,35.29,7.35,0.09,0.2,0.43,,,12.51,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Majuagaa,Nielsen et al. (2009),577.8,24.62,4.01,1.34,3.53,7.09,0.19,32.98,10.45,0.11,0.06,0.4,,,13.75,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Majuagaa,Nielsen et al. (2009),577.8,26.27,3.64,1.43,2.77,7.67,0.19,34.15,9.77,0.11,0.2,0.61,,,11.85,,,
Maniitsoq & Sarfartoq (West Greenland),Maniitsoq & Sarfartoq Dykes/Sheets,Group-1 Kimberlite,,Ilverlup Qaarsuaq (Napasoq),Nielsen et al. (2009),577.8,29.87,1.92,1.04,3.81,5.87,0.17,37.73,6.59,0.06,0.31,0.36,,,10.84,,,
,,,,,,,,,,,,,,,,,,,,,,,
Tikiusaaq (West Greenland),Tikiusaaq Dykes,Group-1 Kimberlite / Aillikite,,488520,Tappe et al. (2017b),160,20.97,4.43,3.76,15.01,,0.33,12.87,27.10,0.15,0.92,0.73,4.57,8.43,,,,
Tikiusaaq (West Greenland),Tikiusaaq Dykes,Group-1 Kimberlite / Aillikite,,488522,Tappe et al. (2017b),160,26.21,4.29,2.74,15.51,,0.25,20.95,20.02,0.08,1.19,1.42,2.37,4.23,,,,
Tikiusaaq (West Greenland),Tikiusaaq Dykes,Group-1 Kimberlite / Aillikite,,488527,Tappe et al. (2017b),160,9.13,2.48,0.93,12.75,,0.27,9.64,34.15,0.10,0.52,1.55,3.00,24.60,,,,
Tikiusaaq (West Greenland),Tikiusaaq Dykes,Group-1 Kimberlite / Aillikite,,488528,Tappe et al. (2017b),160,26.27,3.66,2.76,15.19,,0.22,21.92,15.79,0.13,1.77,0.49,4.31,6.89,,,,
Tikiusaaq (West Greenland),Tikiusaaq Dykes,Group-1 Kimberlite / Aillikite,,488538,Tappe et al. (2017b),160,22.25,2.86,2.24,13.46,,0.20,20.25,19.34,0.12,1.12,1.04,4.29,12.01,,,,
Tikiusaaq (West Greenland),Tikiusaaq Dykes,Group-1 Kimberlite / Aillikite,,488539,Tappe et al. (2017b),160,16.31,2.90,1.85,14.07,,0.29,14.33,26.30,0.11,0.86,1.74,3.32,16.98,,,,
Tikiusaaq (West Greenland),Tikiusaaq Dykes,Group-1 Kimberlite / Aillikite,,488546,Tappe et al. (2017b),160,20.12,3.74,2.40,14.53,,0.22,16.45,22.71,0.11,1.14,0.98,3.62,13.28,,,,
Tikiusaaq (West Greenland),Tikiusaaq Dykes,Group-1 Kimberlite / Aillikite,,488547,Tappe et al. (2017b),160,32.47,3.36,1.83,13.03,,0.16,28.01,10.25,0.22,0.94,0.34,4.16,4.54,,,,
Tikiusaaq (West Greenland),Tikiusaaq Dykes,Group-1 Kimberlite / Aillikite,,488548,Tappe et al. (2017b),160,30.58,3.70,2.57,13.47,,0.18,22.29,12.57,0.17,1.41,0.60,5.27,6.53,,,,
Tikiusaaq (West Greenland),Tikiusaaq Dykes,Group-1 Kimberlite / Aillikite,,488549,Tappe et al. (2017b),160,30.95,4.02,2.33,14.02,,0.18,23.79,13.08,0.14,1.44,0.57,3.05,5.75,,,,
Tikiusaaq (West Greenland),Tikiusaaq Dykes,Group-1 Kimberlite / Aillikite,,488550,Tappe et al. (2017b),160,31.27,3.93,2.33,13.34,,0.18,23.10,12.06,0.15,1.02,0.53,5.03,6.37,,,,
Tikiusaaq (West Greenland),Tikiusaaq Dykes,Group-1 Kimberlite / Aillikite,,488552,Tappe et al. (2017b),160,20.44,3.85,2.89,17.33,,0.29,14.76,21.88,0.15,1.60,1.06,3.16,11.74,,,,
Tikiusaaq (West Greenland),Tikiusaaq Dykes,Group-1 Kimberlite / Aillikite,,488556,Tappe et al. (2017b),160,18.54,3.56,2.19,14.18,,0.21,14.76,24.04,0.10,1.02,1.62,3.41,15.59,,,,
Tikiusaaq (West Greenland),Tikiusaaq Dykes,Group-1 Kimberlite / Aillikite,,488562,Tappe et al. (2017b),160,27.63,4.26,2.83,14.42,,0.23,19.79,15.68,0.10,2.12,0.60,3.98,7.62,,,,
Tikiusaaq (West Greenland),Tikiusaaq Dykes,Group-1 Kimberlite / Aillikite,,459144,Tappe et al. (2017b),160,24.94,3.88,2.86,14.10,,0.25,19.45,18.10,0.08,1.75,3.18,2.28,5.76,,,,
Tikiusaaq (West Greenland),Tikiusaaq Dykes,Group-1 Kimberlite / Aillikite,,493334,Tappe et al. (2017b),160,22.00,2.79,2.43,13.66,,0.21,20.42,19.24,0.15,0.59,0.69,2.66,13.71,,,,
Tikiusaaq (West Greenland),Tikiusaaq Dykes,Group-1 Kimberlite / Aillikite,,493340,Tappe et al. (2017b),160,30.66,3.39,2.01,13.34,,0.17,27.48,10.76,0.08,0.82,0.44,3.24,5.67,,,,
Tikiusaaq (West Greenland),Tikiusaaq Dykes,Group-1 Kimberlite / Aillikite,,459142,Tappe et al. (2017b),160,27.31,4.67,2.76,16.35,,0.25,23.12,17.34,0.08,0.74,0.57,2.34,3.37,,,,
Tikiusaaq (West Greenland),Tikiusaaq Dykes,Group-1 Kimberlite / Aillikite,,493367,Tappe et al. (2017b),160,19.87,4.31,3.57,14.43,,0.30,12.59,26.09,0.06,0.60,0.83,4.06,10.35,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Faeringehavn (West Greenland),Faeringehavn Dykes,Group-1 Kimberlite / Aillikite,,488540,Tappe et al. (2017b),160,27.94,2.05,3.99,14.70,,0.24,21.32,13.55,0.32,2.42,0.55,3.53,8.97,,,,
Faeringehavn (West Greenland),Faeringehavn Dykes,Group-1 Kimberlite / Aillikite,,488541,Tappe et al. (2017b),160,25.93,2.07,3.85,13.54,,0.24,19.19,14.86,0.37,2.54,0.43,5.04,11.36,,,,
Faeringehavn (West Greenland),Faeringehavn Dykes,Group-1 Kimberlite / Aillikite,,488542,Tappe et al. (2017b),160,26.85,2.05,4.08,14.17,,0.22,20.15,14.70,0.30,2.41,0.70,3.47,10.43,,,,
Faeringehavn (West Greenland),Faeringehavn Dykes,Group-1 Kimberlite / Aillikite,,488543,Tappe et al. (2017b),160,23.90,4.08,4.34,13.32,,0.26,9.47,21.16,2.15,0.72,1.24,2.81,16.09,,,,
Faeringehavn (West Greenland),Faeringehavn Dykes,Group-1 Kimberlite / Aillikite,,488544,Tappe et al. (2017b),160,25.81,4.89,3.54,15.48,,0.26,20.20,13.98,0.20,2.20,0.73,3.17,8.93,,,,
Faeringehavn (West Greenland),Faeringehavn Dykes,Group-1 Kimberlite / Aillikite,,488545,Tappe et al. (2017b),160,29.16,2.89,4.09,12.80,,0.19,16.73,14.58,0.66,1.73,0.63,5.00,10.90,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Aillikite / Carbonatite,,Q9*,Tappe et al. (2008),582,26.51,5.822,3.13,18.96,,0.256,20.03,9.68,0.15,3.14,0.86,5.15,5.3,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Aillikite / Carbonatite,,Q10*,Tappe et al. (2008),582,29.78,4.956,4.41,13.4,,0.203,16.01,10.8,1.12,2.88,0.55,2.62,11.8,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Aillikite / Carbonatite,,Q13**,Tappe et al. (2008),582,22.04,4.874,2.94,15.88,,0.235,16.87,9.73,0.29,2.42,0.11,1.97,21.7,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Aillikite / Carbonatite,,Q17*,Tappe et al. (2008),582,27.72,2.454,2.31,12.11,,0.233,23.87,11.3,0.12,1.4,0.18,8.17,8.9,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Aillikite / Carbonatite,,Q21*,Tappe et al. (2008),582,28.73,3.829,2.25,15.92,,0.287,26.31,6.37,0.18,1.72,1.38,8.81,3.5,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Aillikite / Carbonatite,,Q24*,Tappe et al. (2008),582,27.38,5.908,3.49,18.86,,0.251,20.2,10.76,0.26,2.55,0.86,4.66,4.45,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Aillikite / Carbonatite,,Q26*,Tappe et al. (2008),582,29.14,4.392,3.14,18.57,,0.268,23.07,6.15,0.22,1.76,0.62,7.15,4.3,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Aillikite / Carbonatite,,Q27*,Tappe et al. (2008),582,26.91,6.327,3.72,10.89,,0.245,12.33,17.09,0.28,2.79,1.85,0.87,15,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Aillikite / Carbonatite,,Q29*,Tappe et al. (2008),582,29.24,7.019,3.64,15.35,,0.291,16.02,11.69,0.74,2.05,0.68,3.34,8.7,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Aillikite / Carbonatite,,Q34*,Tappe et al. (2008),582,26.38,6.28,2.94,19.39,,0.292,21.32,8.95,0.25,2.94,0.68,5.31,4.1,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Aillikite / Carbonatite,,Q35*,Tappe et al. (2008),582,23.36,9.264,4.03,13.33,,0.528,7.95,19.98,0.2,2.14,1.1,2.8,14.1,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Aillikite / Carbonatite,,Q37*,Tappe et al. (2008),582,29.34,5.943,3.63,18.87,,0.236,18.26,12.01,0.15,2.66,1.11,3.85,3.1,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Aillikite / Carbonatite,,Q39*,Tappe et al. (2008),582,29.06,4.79,3.49,16.47,,0.283,15.42,16.1,0.21,1.9,2.95,3.54,3.5,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Aillikite / Carbonatite,,Q41*,Tappe et al. (2008),582,27.17,4.493,2.7,16.73,,0.235,23.79,8.95,0.17,3,1.17,3.06,7.1,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Aillikite / Carbonatite,,Q42*,Tappe et al. (2008),582,27.47,3.488,2.26,14.43,,0.28,20.39,11.97,0.24,2.06,1.71,6.94,7.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Mela-Aillikite,,Q11,Tappe et al. (2008),582,32.47,8.229,4.1,15.77,,0.217,16.55,9.09,0.3,2.92,1.14,4.17,3.65,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Mela-Aillikite,,Q12,Tappe et al. (2008),582,34.29,6.456,4.41,15.36,,0.19,17.37,10.11,0.63,2.43,0.85,4.12,3,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Mela-Aillikite,,Q14,Tappe et al. (2008),582,32.34,4.957,4.36,15.41,,0.2,19.06,11.19,0.44,2.87,0.9,3.72,3.35,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Mela-Aillikite,,Q15,Tappe et al. (2008),582,36.29,5.212,4.02,14.63,,0.186,21.75,6.73,0.9,2.51,0.59,5.14,0.81,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Mela-Aillikite,,Q16,Tappe et al. (2008),582,35.88,6.003,5.29,15.74,,0.362,16.49,10.29,0.61,2.8,0.84,3,1.76,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Mela-Aillikite,,Q18,Tappe et al. (2008),582,34.09,7.83,4.33,18.64,,0.304,15.97,8.93,0.31,3.12,1.27,3.28,0.26,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Mela-Aillikite,,Q19,Tappe et al. (2008),582,36.49,6.334,5.29,16.86,,0.238,14.85,10.87,0.65,2.56,0.8,3.09,0.44,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Mela-Aillikite,,Q20,Tappe et al. (2008),582,37.4,4.093,5.99,13.4,,0.149,18.95,9.39,0.87,2.63,0.74,4.26,0.66,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Mela-Aillikite,,Q22,Tappe et al. (2008),582,29.86,9.398,2.94,16.96,,0.224,23.53,6.7,0.36,2.53,0.45,5.58,0.37,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Mela-Aillikite,,Q23,Tappe et al. (2008),582,36.71,4.602,3.94,14.22,,0.255,22.1,6.33,1.42,2.28,0.72,5.84,1.39,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Mela-Aillikite,,Q28,Tappe et al. (2008),582,33.03,7.679,4.75,18.03,,0.31,15.23,11.51,0.38,3.09,1.36,3.08,0.48,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Mela-Aillikite,,Q30,Tappe et al. (2008),582,31.88,7.573,4.66,15.46,,0.212,14.77,12.55,0.45,2.94,0.92,2.72,4.8,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Mela-Aillikite,,Q36,Tappe et al. (2008),582,35.35,9.419,4.24,16.55,,0.302,17.93,6.71,0.57,3.49,0.46,3.83,0.07,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Mela-Aillikite,,Q38,Tappe et al. (2008),582,35.66,9.159,4.46,16.47,,0.281,18.82,5.94,0.5,3.54,0.35,3.7,0,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Mela-Aillikite,,Q40,Tappe et al. (2008),582,34.06,5.297,5.05,14.68,,0.188,14.23,12.75,0.39,2.4,1.03,3.95,5.15,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Mela-Aillikite,,Q43,Tappe et al. (2008),582,36.23,3.854,3.36,14.5,,0.201,23.17,7.61,0.64,1.74,0.84,5.44,1.28,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Mela-Aillikite,,ST263,Tappe et al. (2008),606,35.1,4,2.95,15.32,,0.198,26.68,7.14,0.78,1.92,0.64,3.99,0.48,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Mela-Aillikite,,ST264,Tappe et al. (2008),568,35.47,3.034,3.18,14.2,,0.17,28.73,5.82,0.86,1.99,0.44,2.25,2.64,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Mela-Aillikite,,ST266,Tappe et al. (2008),578,32.01,5.149,2.39,14.96,,0.195,26.12,8.52,0.41,1.85,0.47,5.28,2.13,,,,
"Torngat Dyke Swarm (Labrador, Canada)",Torngat Dykes,Group-1 Kimberlite / Mela-Aillikite,,ST267,Tappe et al. (2008),576,32.13,6.069,4.01,15.85,,0.195,15.24,13.93,0.73,2.57,1.17,2.16,4.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,L60,Tappe et al. (2006),582,23.86,3.785,2.95,13.46,,0.253,19.1,17.59,0.3,1.64,2.07,3.18,10.75,,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,ST109,Tappe et al. (2006),582,18.23,3.554,2.8,15.98,,0.25,15.89,19.67,0.15,1.79,3.06,3.84,13.5,,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,ST164,Tappe et al. (2006),582,24.05,3.317,3.32,13.16,,0.235,18.59,18.07,0.2,1.96,3.02,2.47,10.3,,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,ST198A,Tappe et al. (2006),582,26.75,3.76,3.47,13.71,,0.195,17.27,14.31,0.71,1.68,1.7,1.71,13.3,,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,ST220II,Tappe et al. (2006),582,26.14,4.765,3.19,14.97,,0.222,16.51,16.05,0.68,1.5,2.25,1.4,11.1,,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,ST225,Tappe et al. (2006),582,26.39,3.257,2.53,13.24,,0.226,20.91,16.44,0.16,1.4,2.04,2.2,10.1,,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,ST250A,Tappe et al. (2006),582,22.46,2.49,3.13,12.17,,0.233,20.42,15.61,0.18,2.06,1.49,4.67,13.8,,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,L6,Tappe et al. (2006),582,23.497,3.374,3.018,13.586,,0.256,19.274,18.282,0.197,2.047,2.526,,,11.9125,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,L6E,Tappe et al. (2006),582,20.603,2.968,2.564,11.451,,0.236,15.868,19.283,0.325,2.047,2.311,,,18.63982998,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,L49,Tappe et al. (2006),582,24.889,3.623,3.359,13.05,,0.26,19.797,13.002,0.244,2.369,0.916,,,15.12310961,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,L51,Tappe et al. (2006),582,24.614,3.796,3.172,14.318,,0.26,20.345,15.71,0.187,1.89,2.165,,,11.2,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,L54,Tappe et al. (2006),582,16.91,2.823,2.348,14.879,,0.285,11.156,24.707,0.157,1.353,2.817,,,20.04749406,,,
