SAMPLE ID,REFERENCES,TECTONIC SETTING,Location,Island,LOCATION COMMENT,LATITUDE,LONGITUDE,MIN ELEVATION,MAX ELEVATION,ROCK NAME,MIN AGE,MAX AGE,AGE,ANALYZED MATERIAL,ROCK TYPE,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,NIO,MNO,MGO,CAO,NA2O,K2O,P2O5,LOI,H2O,HE,CO2,F,CL,S,LI,BE,B,SC,TI,V,CR,MN,CO,NI,CU,ZN,GA,GE,AS,SE,BR,RB,SR,Y,ZR,NB,MO,RU,PD,AG,CD,INDIUM,SN,SB,TE,I,CS,BA,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,HF,TA,W,RE,OS,IR,PT,AU,TL,PB,BI,TH,U,iso143Nd144Nd,iso87Sr86Sr,iso206Pb204Pb,iso207Pb204Pb,iso208Pb204Pb,iso176Hf177Hf,HE3_HE4,HE3_HE4_R_RA,HE4_HE3,LATITUDE MAX,LONGITUDE MAX,LAND OR SEA,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,B2O3(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),C(PPM),NA,MG,AL,P,K,CA,FE(PPM),RH(PPM),HG(PPM),EPSILON_ND,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID,
s_ME90-02 [566],[566][20464],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / MEHETIA / SHIELD STAGE,,-17.80,-148.10,,,OCEANITE [566] / PICRITE [20464],,,,WR [566] ,VOL,,43.00,2.77,8.35,,,,,13.38,,0.17,19.05,9.00,2.04,0.99,0.35,-0.25,,,,,,,,,,24.00,,250.00,1200.00,,91.00,640.00,,,,,,,,28.00,445.00,23.00,188.00,26.00,,,,,,,,,,,,315.00,30.00,,,35.00,,2.30,,,5.00,,1.90,,1.40,,,,,,,,,,,,,,,0.51282,0.70436,18.85,15.59,38.66,0.28300,,,,-17.8,-148.1,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4278-ME90-02,
s_ME90-43 [566],[566][20464],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / MEHETIA / SHIELD STAGE,,-17.80,-148.10,,,OCEANITE [566] / BASALT [20464],,,,WR [566] ,VOL,,44.60,2.89,9.79,,,,,12.31,,0.16,14.70,9.64,2.03,1.26,0.40,0.50,,,,,,,,,,24.00,,270.00,700.00,,70.00,480.00,,,,,,,,22.00,552.00,27.00,248.00,30.00,,,,,,,,,,,,356.00,36.00,,,43.00,,2.80,,,5.80,,2.50,,1.60,,,,,,,,,,,,,,,0.51277,0.70484,19.04,15.61,38.88,0.28296,,,,-17.8,-148.1,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4278-ME90-43,
s_TH-14 [567],[567],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,,-17.70,-149.45,,,BASANITE [567],280000 [567],280000 [567],,WR [567] ,VOL,,42.30,3.26,10.73,,,,,13.47,,,14.73,11.34,2.30,1.23,0.44,,,,,,,,,,,,,,,,,,,,,,,,,31.20,604.00,28.30,223.00,43.60,,,,,,,,,,,,369.00,,,,39.60,8.53,,,,,,,,,,,,,,,,,,,1.92,,,,0.51290,0.70401,19.00,15.57,38.69,,,,,-17.7,-149.45,SAE,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4390-TH-14,
s_TH-66 [567],[567],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,,-17.70,-149.45,,,"BASALT, ALKALINE [567]",960000 [567],960000 [567],,WR [567] ,VOL,,46.70,2.98,11.77,,,,,11.98,,,12.07,9.54,2.62,1.57,0.45,,,,,,,,,,,,,,,,,,,,,,,,,35.00,565.00,29.00,286.00,51.80,,,,,,,,,,,,432.00,,,,42.40,8.61,,,,,,,,,,,,,,,,,,,5.86,,,,0.51268,0.70525,19.22,15.62,38.97,,,,,-17.7,-149.45,SAE,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4390-TH-66,
s_TH-70 [567],[567],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHITI / A SERIES,,-17.70,-149.45,,,HAWAIITE [567],880000 [567],880000 [567],,WR [567] ,VOL,,46.35,3.71,14.36,,,,,12.03,,,5.69,11.54,3.75,1.61,0.60,,,,,,,,,,,,,,,,,,,,,,,,,41.70,761.00,38.00,343.00,55.80,,,,,,,,,,,,440.00,,,,53.20,11.10,,,,,,,,,,,,,,,,,,,2.69,,,,0.51281,0.70452,19.22,15.62,38.94,,,,,-17.7,-149.45,SAE,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4390-TH-70,
s_P1-1 [562],[562][557][18435][1457],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / MEHETIA,,-17.92,-148.03,-2500,-2700,BASALT [562] / BASANITE [557],,,,WR [562] / GL [18435] ,VOL,,45.30,3.73,13.33,,3.82,,7.71,,,0.17,7.79,9.75,3.30,2.00,0.66,,1.48,,,,611,,,,,,23031.00,274.00,249.00,,45.00,160.00,59.00,126.00,,,,,2.34,47.50,816.00,31.00,382.00,53.10,,,,,,,,,,0.04,,502.00,52.10,105.00,,54.60,11.40,3.48,9.96,,6.92,,2.82,,2.00,0.30,8.80,3.10,,,,,,,,5.20,,8.10,2.30,0.51276,0.70466,19.10,15.57,38.95,,,,,-17.92,-148.03,SAQ,,,,VESICULAR [557] ,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,12985,,,,,,,,,,,,,,,4726-P1-1,
s_73-204 [1236],[1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / MAUPITI,,-16.42,-152.26,,,"BASALT, TRANSITIONAL [1236]",,,,WR [1236] ,VOL,,,2.97,,,,,,,,,,,,,,,,,,,,,,,,25.47,,266.30,700.80,,59.14,369.48,61.84,117.50,18.83,,,,,38.78,526.50,24.56,257.70,32.78,,,,,,,,,,,,357.50,30.16,70.34,9.34,37.60,7.78,2.22,6.48,1.04,5.02,0.89,2.09,0.29,1.63,0.24,6.42,2.13,,,,,,,,3.91,,4.65,1.24,0.51273,0.70523,19.06,15.62,38.82,,,,,-16.438,-152.281,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6879-73-204,
s_73-207 [1236],[1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / MAUPITI,,-16.42,-152.26,,,"BASALT, ALKALINE [1236]",,,,WR [1236] ,VOL,,,2.61,,,,,,,,,,,,,,,,,,,,,,,,22.37,,239.40,673.80,,61.80,355.55,49.38,121.50,19.05,,,,,39.55,575.40,23.37,227.50,37.97,,,,,,,,,,,,410.40,36.69,78.86,9.86,37.82,7.71,2.29,6.60,1.03,4.95,0.85,1.97,0.26,1.46,0.21,5.74,2.37,,,,,,,,4.41,,6.88,1.63,0.51271,0.70530,19.07,15.59,38.83,,,,,-16.438,-152.281,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6879-73-207,
s_73-257 [1236],[1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / BORA BORA,,-16.50,-151.80,,,"BASALT, ALKALINE [1236]",,,,WR [1236] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51280,0.70473,19.03,15.60,38.73,,,,,-16.5,-151.8,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6880-73-257,
s_73-332 [1236],[1236][94],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / BORA BORA,,-16.50,-151.80,,,"BASALT, ALKALINE [1236] / BASALT [94]",,,,WR [1236] ,VOL,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,24.72,,259.80,602.80,,60.60,413.94,63.30,106.20,18.45,,,,,32.85,482.10,26.47,243.90,27.52,,,,,,,,,,,,268.00,25.08,57.44,7.71,32.55,6.82,2.01,6.11,0.97,4.92,0.91,2.20,0.32,1.75,0.26,5.54,1.84,,,,,,,,2.89,,3.27,0.77,0.51283,0.70495,19.09,15.61,38.80,,,,,-16.5,-151.8,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6880-73-332,
s_73-185 [1236],[1236][94],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHAA,,-16.58,-151.44,,,"BASALT, ALKALINE [1236] / BASALT [94]",,,,WR [1236] ,VOL,,,3.68,,,,,,,,,,,,,,,,,,,,,,,,21.05,,212.40,297.30,,40.96,180.97,40.35,136.13,25.83,,,,,101.93,930.20,33.54,683.70,73.21,,,,,,,,,,,,556.60,77.81,174.84,22.31,82.38,13.72,3.48,9.93,1.52,7.05,1.19,2.85,0.38,2.25,0.32,16.11,4.53,,,,,,,,11.22,,14.09,3.35,0.51259,0.70694,19.29,15.66,39.03,,,,,-16.605,-151.547,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6881-73-185,
s_73-190 [1236],[1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHAA,,-16.58,-151.44,,,"BASALT, ALKALINE [1236]",,,,WR [1236] ,VOL,,,2.66,,,,,,,,,,,,,,,,,,,,,,,,22.95,,212.40,593.00,,60.95,324.24,39.48,119.69,19.96,,,,,33.79,543.10,26.04,237.70,32.31,,,,,,,,,,,,370.50,29.99,65.02,8.30,33.66,7.12,2.14,6.32,1.01,4.96,0.89,2.13,0.30,1.72,0.25,5.45,1.87,,,,,,,,3.92,,5.77,1.37,0.51260,0.70619,19.10,15.62,38.91,,,,,-16.605,-151.547,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6881-73-190,
s_73-192 [1236],[1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHAA,,-16.58,-151.44,,,"BASALT, TRANSITIONAL [1236]",,,,WR [1236] ,VOL,,,3.02,,,,,,,,,,,,,,,,,,,,,,,,26.98,,242.50,462.20,,50.68,253.75,45.97,124.48,22.91,,,,,41.39,542.50,29.57,291.60,42.05,,,,,,,,,,,,453.10,35.03,78.68,9.94,40.06,8.32,2.40,7.26,1.15,5.75,1.04,2.53,0.35,2.05,0.30,6.92,2.46,,,,,,,,4.68,,7.14,1.70,0.51261,0.70629,19.24,15.66,39.06,,,,,-16.605,-151.547,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6881-73-192,
s_73-111 [554],[554][1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / HUAHINE,,-16.69,-149.95,,,"BASALT [554] / BASALT, TRANSITIONAL [1236]",,,,WR [554] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.00,529.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51264,0.70607,19.09,15.61,38.87,,,,,-16.817,-151.003,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6883-73-111,
s_73-83 [1236],[1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / HUAHINE,,-16.69,-149.95,,,BASANITE [1236],,,,WR [1236] ,VOL,,,2.58,,,,,,,,,,,,,,,,,,,,,,,,24.00,,257.30,797.80,,76.52,514.78,57.89,114.30,17.42,,,,,31.54,667.10,24.16,203.20,34.66,,,,,,,,,,,,481.50,25.90,57.34,7.25,30.19,6.73,2.06,6.14,0.96,4.63,0.82,1.94,0.27,1.45,0.22,4.81,2.15,,,,,,,,2.60,,3.90,0.84,0.51286,0.70428,18.98,15.57,38.68,,,,,-16.817,-151.003,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6883-73-83,
s_73-95 [1236],[1236][94],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / HUAHINE,,-16.69,-149.95,,,"BASALT, ALKALINE [1236] / BASALT [94]",,,,WR [1236] ,VOL,,,2.59,,,,,,,,,,,,,,,,,,,,,,,,24.29,,222.10,518.50,,47.79,326.54,46.69,121.10,20.58,,,,,33.30,588.00,27.68,296.30,45.36,,,,,,,,,,,,476.10,41.76,88.40,10.84,42.20,8.15,2.35,6.85,1.09,5.30,0.93,2.19,0.30,1.72,0.25,6.72,2.63,,,,,,,,4.92,,9.08,1.62,0.51267,0.70567,19.03,15.60,38.84,,,,,-16.817,-151.003,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6883-73-95,
s_73-233 [1236],[1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / MOOREA,,-17.48,-149.78,,,"BASALT, ALKALINE [1236]",,,,WR [1236] ,VOL,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,105.70,249.30,,28.29,150.71,22.19,187.40,29.23,,,,,115.50,335.90,42.62,913.00,93.96,,,,,,,,,,,,287.30,83.84,177.37,21.26,78.34,14.79,3.51,11.50,1.86,9.01,1.60,3.88,0.58,3.32,0.50,19.88,5.84,,,,,,,,10.96,,15.50,3.72,0.51264,0.70491,19.32,15.65,39.16,,,,,-17.583,-149.872,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6884-73-233,
s_73-234 [1236],[1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / MOOREA,,-17.48,-149.78,,,"BASALT, ALKALINE [1236]",,,,WR [1236] ,VOL,,,2.97,,,,,,,,,,,,,,,,,,,,,,,,25.37,,270.50,463.50,,52.90,244.19,59.79,123.60,22.26,,,,,28.24,599.80,30.36,262.80,38.05,,,,,,,,,,,,370.60,34.67,75.54,9.56,38.38,8.44,2.49,7.51,1.19,5.87,1.04,2.42,0.33,1.86,0.27,6.26,2.26,,,,,,,,3.61,,6.15,1.17,0.51280,0.70461,19.07,15.59,38.83,,,,,-17.583,-149.872,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6884-73-234,
s_MO01-01 [810],[810][11102][23592],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / MOOREA,,-17.48,-149.78,,,ANKARAMITE [810] / BASALT [23592],,,,MIN [810] / WR [11102] ,VOL,"HE(CCMSTP/G) from OLIVINE [810], HE3_HE4(R/R(A)) from OLIVINE [11102]",,,,,,,,,,,,,,,,,,1.3E-09,,,,,,,,,,,,,,,,,,,,,,,381.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,2.11,,0.51277,0.70462,19.22,15.60,38.93,,,17,,-17.583,-149.872,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6884-MO01-01,
s_SH-25 [5216] / s_STH2926 [170],[5216][170][476],OCEAN ISLAND,St. Helena,ST. HELENA CHAIN / ST. HELENA,,-15.95,-5.70,,,TEPHRITE [5216] / BASALT [170],,,,WR [5216] ,VOL,,45.00,3.43,15.90,,12.59,,9.03,,,0.19,3.92,8.63,4.24,1.86,0.89,,,,,,,,,,,19.00,,,,,,10.00,,,,,,,,27.20,665.00,33.20,298.00,73.20,3.25,,,,,,,,,,0.26,369.00,49.70,103.00,12.20,49.50,10.20,3.28,9.09,,7.20,1.26,3.40,,2.73,0.40,7.43,,0.49,,,,,,,2.83,,,1.45,0.51287,0.70285,20.82,15.80,40.13,0.28283,,,,-15.95,-5.7,SAE,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11800,,,,,,,,,,,,,,,1351-STH 2926,
s_2882 [509] / s_2882NMNH99658 [94],[509][2165][1428][174][183][173][94][1214],OCEAN ISLAND,St. Helena,ST. HELENA CHAIN / ST. HELENA / MAIN SHIELD VOLCANO (SOUTHWESTERN VOLCANO) / SHIELD STAGE,"ROAD FROM JAMESTOWN TO LONGWOOD, 200 M E OF THE BRIARS CABLE STATION",-15.95,-5.70,366,366,"BASALT, OLIVINE-AUGITE [509] / BASALT, OLIVINE [2165] / BASALT, ALKALINE [1428] / BASALT [174]",,,,WR [509] ,VOL,,45.00,2.57,12.60,0.12,3.09,,9.25,,,0.11,9.50,11.40,2.52,0.97,0.14,,,,,,,,,,,,,,,,,,,,,,,,,16.10,581.00,,170.00,38.50,,,,,,,2.05,0.11,,,,275.00,31.70,64.80,7.80,32.30,6.68,2.25,6.20,,4.75,,2.09,,1.55,0.21,4.33,,,,,,,,,2.08,,,0.86,0.51286,0.70292,20.90,15.79,40.13,,,,,-15.95,-5.7,SAE,,,,"VESICULAR, PORPHYRITIC [509] / PORPHYRITIC [2165] ",,,,,0.98,0.37,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1362-2882,
s_STH102 [170],[170],OCEAN ISLAND,St. Helena,ST. HELENA CHAIN / ST. HELENA,,-15.95,-5.70,,,BASALT [170],,,,WR [170] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.80,770.00,,,130.00,5.62,,,,,,,,,,,584.00,81.60,160.00,19.30,67.80,12.10,3.60,9.95,,7.68,1.48,3.83,,3.29,0.49,,,1.25,,,,,,,4.74,,,2.51,0.51284,0.70296,20.82,15.78,40.07,,,,,-15.95,-5.7,SAE,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19600,,,,,,,,,,,,,,,15741,
s_37 [481],[481],OCEAN ISLAND,St. Helena,ST. HELENA CHAIN / ST. HELENA / NORTHEASTERN VOLCANO / SHIELD STAGE,,-15.95,-5.70,0,0,"BASALT, ALKALINE [481]",,,,WR [481] ,VOL,,45.65,2.71,14.99,,,,,11.29,,0.17,6.64,12.51,2.71,0.78,0.38,2.36,,,,,,,,,,39.00,,268.00,194.00,,460.00,97.00,47.00,88.00,,,,,,14.00,498.00,23.00,173.00,44.00,,,,,,,,,,,,217.00,28.20,57.80,,31.10,6.65,2.19,,1.03,,,,,1.90,0.29,4.51,2.50,,,,,,,,,,2.99,0.97,0.51297,0.70285,20.44,15.76,39.84,,,,,-15.95,-5.7,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18539,
s_38 [481],[481],OCEAN ISLAND,St. Helena,ST. HELENA CHAIN / ST. HELENA / NORTHEASTERN VOLCANO / SHIELD STAGE,,-15.95,-5.70,0,0,"BASALT, ALKALINE [481]",,,,WR [481] ,VOL,,42.63,1.73,8.83,,,,,10.16,,0.16,13.69,11.22,1.25,0.43,0.21,2.82,,,,,,,,,,45.00,,219.00,922.00,,67.00,420.00,33.00,75.00,,,,,,10.00,327.00,16.00,130.00,29.00,,,,,,,,,,,,138.00,20.30,43.80,,21.10,4.40,1.40,4.20,,,,,,1.30,0.18,,,,,,,,,,,,,,0.51297,0.70283,20.40,15.71,39.74,,,,,-15.95,-5.7,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18540,
s_69 [481],[481],OCEAN ISLAND,St. Helena,ST. HELENA CHAIN / ST. HELENA / NORTHEASTERN VOLCANO / SHIELD STAGE,,-15.95,-5.70,50,50,"BASALT, ALKALINE [481]",,,,WR [481] ,VOL,,45.40,2.66,14.30,,,,,10.97,,0.18,8.61,10.99,2.31,0.88,0.46,2.05,,,,,,,,,,37.00,,219.00,359.00,,53.00,155.00,86.00,102.00,,,,,,16.00,498.00,26.00,217.00,52.00,,,,,,,,,,,,243.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51292,0.70282,20.45,15.71,39.75,,,,,-15.95,-5.7,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18542,
s_125 [481],[481],OCEAN ISLAND,St. Helena,ST. HELENA CHAIN / ST. HELENA / NORTHEASTERN VOLCANO / SHIELD STAGE,,-15.95,-5.70,50,50,"BASALT, ALKALINE [481]",,,,WR [481] ,VOL,,44.11,2.73,12.89,,,,,11.79,,0.17,10.78,11.14,2.38,0.96,0.45,1.32,,,,,,,,,,40.00,,251.00,457.00,,68.00,243.00,83.00,104.00,,,,,,17.00,494.00,24.00,199.00,52.00,,,,,,,,,,,,259.00,31.70,67.50,,31.30,6.50,2.10,6.10,,,,,,1.80,0.26,,,,,,,,,,,,,,0.51293,0.70282,20.44,15.72,39.82,,,,,-15.95,-5.7,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18543,
s_56 [481],[481],OCEAN ISLAND,St. Helena,ST. HELENA CHAIN / ST. HELENA / NORTHEASTERN VOLCANO / SHIELD STAGE,,-15.95,-5.70,300,300,"BASALT, ALKALINE [481]",,,,WR [481] ,VOL,,45.21,3.68,16.03,,,,,11.68,,0.20,4.35,9.82,4.25,1.53,0.75,0.70,,,,,,,,,,2.00,,,,,40.00,19.00,8.00,119.00,,,,,,30.00,706.00,32.00,311.00,84.00,,,,,,,,,,,,393.00,52.90,111.00,,54.70,10.70,3.40,,1.43,,,,,2.69,0.39,6.90,4.65,,,,,,,,,,5.83,2.19,0.51290,0.70284,20.61,15.75,39.93,,,,,-15.95,-5.7,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18545,
s_80 [481],[481],OCEAN ISLAND,St. Helena,ST. HELENA CHAIN / ST. HELENA / NORTHEASTERN VOLCANO / SHIELD STAGE,,-15.95,-5.70,541,541,"BASALT, ALKALINE [481]",,,,WR [481] ,VOL,,45.28,3.54,16.06,,,,,12.35,,0.22,4.16,9.30,4.96,1.93,0.82,0.79,,,,,,,,,,21.00,,163.00,13.00,,39.00,14.00,4.00,126.00,,,,,,36.00,786.00,34.00,344.00,97.00,,,,,,,,,,,,459.00,59.70,126.60,,54.50,10.70,3.30,9.50,,,,,,2.50,0.35,,,,,,,,,,,,,,0.51291,0.70285,20.75,15.76,40.00,,,,,-15.95,-5.7,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18547,
s_134 [481],[481],OCEAN ISLAND,St. Helena,ST. HELENA CHAIN / ST. HELENA / NORTHEASTERN VOLCANO / SHIELD STAGE,,-15.95,-5.70,812,812,"BASALT, ALKALINE [481]",,,,WR [481] ,VOL,,46.86,3.18,16.61,,,,,11.32,,0.18,4.22,9.43,3.50,1.60,0.80,1.29,,,,,,,,,,31.00,,175.00,,,68.00,60.00,42.00,231.00,,,,,,26.00,790.00,42.00,296.00,85.00,,,,,,,,,,,,435.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51284,0.70309,20.78,15.77,40.04,,,,,-15.95,-5.7,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18551,
s_8 [481],[481],OCEAN ISLAND,St. Helena,ST. HELENA CHAIN / ST. HELENA / NORTHEASTERN VOLCANO / SHIELD STAGE,,-15.95,-5.70,824,824,"BASALT, ALKALINE [481]",,,,WR [481] ,VOL,,45.11,3.19,17.57,,,,,10.40,,0.15,4.65,9.76,3.53,1.34,0.73,2.05,,,,,,,,,,21.00,,266.00,43.00,,37.00,31.00,40.00,97.00,,,,,,22.00,853.00,28.00,267.00,75.00,,,,,,,,,,,,362.00,48.30,102.00,,50.00,9.85,3.10,,1.15,,,,,2.11,0.33,6.20,4.21,,,,,,,,,,5.21,1.70,0.51292,0.70289,20.55,15.76,39.90,,,,,-15.95,-5.7,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18552,
s_64 [481],[481],OCEAN ISLAND,St. Helena,ST. HELENA CHAIN / ST. HELENA / NORTHEASTERN VOLCANO / SHIELD STAGE,,-15.95,-5.70,1000,1000,"BASALT, ALKALINE [481]",,,,WR [481] ,VOL,,45.11,2.69,13.17,,,,,11.56,,0.19,10.83,12.66,2.20,0.80,0.43,,,,,,,,,,,43.00,,219.00,566.00,,58.00,233.00,89.00,94.00,,,,,,13.00,447.00,25.00,194.00,46.00,,,,,,,,,,,,222.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51290,0.70295,20.74,15.77,40.02,,,,,-15.95,-5.7,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18555,
s_168 [481],[481],OCEAN ISLAND,St. Helena,ST. HELENA CHAIN / ST. HELENA / MAIN SHIELD VOLCANO (SOUTHWESTERN VOLCANO) / SHIELD STAGE,,-15.95,-5.70,1150,1150,"BASALT, ALKALINE [481]",,,,WR [481] ,VOL,,48.22,2.85,15.29,,,,,11.69,,0.19,4.42,8.05,4.07,1.42,0.60,1.90,,,,,,,,,,23.00,,144.00,30.00,,47.00,21.00,31.00,85.00,,,,,,24.00,591.00,27.00,257.00,68.00,,,,,,,,,,,,373.00,50.20,107.70,,45.80,8.90,2.80,7.80,,,,,,2.40,0.35,,,,,,,,,,,,,,0.51291,0.70284,20.76,15.78,40.07,,,,,-15.95,-5.7,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18557,
s_215 [481],[481],OCEAN ISLAND,St. Helena,ST. HELENA CHAIN / ST. HELENA / MAIN SHIELD VOLCANO (SOUTHWESTERN VOLCANO) / SHIELD STAGE,,-15.95,-5.70,1380,1380,"BASALT, ALKALINE [481]",,,,WR [481] ,VOL,,44.64,3.57,12.92,,,,,13.21,,0.21,10.32,11.49,2.52,0.95,0.46,1.47,,,,,,,,,,41.00,,268.00,310.00,,59.00,189.00,58.00,95.00,,,,,,15.00,534.00,22.00,194.00,48.00,,,,,,,,,,,,247.00,33.80,72.20,,33.90,7.31,2.38,7.01,,,,,,1.91,0.28,,,,,,,,,,,,,,0.51282,0.70283,20.84,15.80,40.09,,,,,-15.95,-5.7,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18559,
