SAMPLE ID,REFERENCES,TECTONIC SETTING,Location,Island,LOCATION COMMENT,LATITUDE,LONGITUDE,MIN ELEVATION,MAX ELEVATION,ROCK NAME,MIN AGE,MAX AGE,AGE,ANALYZED MATERIAL,ROCK TYPE,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,NIO,MNO,MGO,CAO,NA2O,K2O,P2O5,LOI,H2O,HE,CO2,F,CL,S,LI,BE,B,SC,TI,V,CR,MN,CO,NI,CU,ZN,GA,GE,AS,SE,BR,RB,SR,Y,ZR,NB,MO,RU,PD,AG,CD,INDIUM,SN,SB,TE,I,CS,BA,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,HF,TA,W,RE,OS,IR,PT,AU,TL,PB,BI,TH,U,iso143Nd144Nd,iso87Sr86Sr,iso206Pb204Pb,iso207Pb204Pb,iso208Pb204Pb,iso176Hf177Hf,HE3_HE4,HE3_HE4_R_RA,HE4_HE3,LATITUDE MAX,LONGITUDE MAX,LAND OR SEA,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,B2O3(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),C(PPM),NA,MG,AL,P,K,CA,FE(PPM),RH(PPM),HG(PPM),EPSILON_ND,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID,
s_AK1004 [24409],[24409],OCEAN ISLAND,Austral Cook: EM,AUSTRAL-COOK ISLANDS / AITUTAKI,,-18.93,-159.76,,,NEPHELINITE [24409],,,,WR [24409],VOL,,39.42,2.51,11.43,,,,,11.97,,0.19,11.97,12.22,4.83,2.14,1.20,1.13,,,,,,,,,,17.97,,174.54,243.24,,,180.87,53.46,129.69,19.21,,,,,52.95,1140.82,29.73,210.66,64.79,,,,,,,,,,,0.95,742.63,83.21,161.06,17.28,66.09,13.29,4.16,11.12,1.49,7.35,1.20,2.55,0.30,1.63,0.22,4.57,3.65,,,,,,,,5.97,,13.12,2.19,0.51273,0.70495,18.94,15.62,39.13,0.28286,,,,-18.92828333,-159.7572833,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936393,
s_AIT-24B [452] / s_AIT-24B_UNLEACHED [814],[452][814],OCEAN ISLAND,Austral Cook: EM,AUSTRAL-COOK ISLANDS / AITUTAKI,MOTURAKAU ISLET,-18.87,-159.77,,,NEPHELINITE [452],,,,WR [452],VOL,,39.30,2.46,11.30,,,,,11.78,,0.20,12.60,12.61,3.60,1.73,1.12,2.25,,,,,,,,,,,,,264.00,,,187.00,,,,,,,,28.40,1054.00,31.00,211.00,82.00,,,,,,,,,,,,563.00,82.70,150.90,,62.50,11.70,3.90,,1.55,,,,,,,4.80,4.53,,,,,,,,7.82,,15.70,2.96,0.51279,0.70506,18.86,15.52,38.96,,,,,-18.87,-159.77,SAE,,,,SPARSELY PORPHYRITIC [452],,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6418-AIT-24B,
s_AT1012 [24409],[24409],OCEAN ISLAND,Austral Cook: EM,AUSTRAL-COOK ISLANDS / ATIU,,-19.99,-158.12,,,"BASALT, ALKALINE [24409]",,,,WR [24409],VOL,,44.14,3.15,12.40,,,,,10.38,,0.18,8.12,14.19,2.42,0.96,0.43,2.66,,,,,,,,,,36.95,,316.00,591.70,,,154.00,97.40,99.90,17.50,,,,,24.65,620.30,26.01,211.31,47.99,,,,,,,,,,,0.32,267.41,37.19,76.69,9.43,37.61,8.03,2.53,7.22,1.07,5.90,1.06,2.55,0.33,1.94,0.28,4.97,3.13,,,,,,,,2.38,,4.47,1.11,0.51281,0.70401,19.79,15.66,39.61,0.28294,,,,-19.98995,-158.1180167,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936401,
s_AT-54D [452],[452][814],OCEAN ISLAND,Austral Cook: EM,AUSTRAL-COOK ISLANDS / ATIU,0.5 KM NORTH OF AREORA VILLAGE,-19.98,-158.10,,,"BASALT, ALKALINE [452]",,,,WR [452],VOL,,41.70,3.47,15.40,,,,,11.39,,0.21,4.80,10.49,3.50,1.70,0.96,5.47,,,,,,,,,,,,,,,,,,,,,,,,21.70,1063.00,,,,,,,,,,,,,,,,,,,49.90,9.77,,,,,,,,,,,,,,,,,,,4.15,,6.72,1.62,0.51278,0.70410,19.34,15.59,39.08,,,,,-19.98,-158.1,SAE,,,,"VESICULAR, AMYGDALOIDAL [452]",,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6420-AT-54D,
s_ATU-03 [4070],[4070],OCEAN ISLAND,Austral Cook: EM,AUSTRAL-COOK ISLANDS / ATIU,,-19.98,-158.10,,,BASALT [4070],,,,WR [4070],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51278,0.70420,19.58,15.64,39.50,,,,,-19.98,-158.1,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72298,
s_ATU-04 [4070],[4070],OCEAN ISLAND,Austral Cook: EM,AUSTRAL-COOK ISLANDS / ATIU,,-19.98,-158.10,,,BASALT [4070],,,,WR [4070],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,0.51281,0.70432,19.57,15.64,39.47,,,,,-19.98,-158.1,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1637,,,,,,72299,
s_AT1014 [24409],[24409],OCEAN ISLAND,Austral Cook: EM,AUSTRAL-COOK ISLANDS / ATIU,,-19.99,-158.12,,,"BASALT, ALKALINE [24409]",,,,WR [24409],VOL,,44.56,2.79,13.39,,,,,11.49,,0.18,9.48,12.34,2.39,0.91,0.41,1.42,,,,,,,,,,29.78,,297.10,449.60,,,186.20,74.80,99.30,19.00,,,,,25.66,536.81,26.02,207.56,45.28,,,,,,,,,,,0.34,256.36,35.89,73.26,8.91,35.23,7.54,2.36,6.75,1.04,5.71,1.05,2.53,0.34,2.01,0.29,4.87,2.96,,,,,,,,2.52,,4.50,1.07,0.51274,0.70434,19.62,15.65,39.58,0.28291,,,,-19.99245,-158.1150667,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936402,
s_AT1001 [24409],[24409],OCEAN ISLAND,Austral Cook: EM,AUSTRAL-COOK ISLANDS / ATIU,,-20.00,-158.12,,,"BASALT, ALKALINE [24409]",,,,WR [24409],VOL,,43.32,2.70,12.78,,,,,10.02,,0.23,7.34,12.21,2.42,1.09,0.43,6.42,,,,,,,,,,26.91,,250.10,468.18,,,285.91,58.65,110.77,17.54,,,,,26.61,671.36,26.13,216.39,47.25,,,,,,,,,,,0.18,433.32,43.72,84.56,9.87,38.55,7.94,2.42,7.09,1.04,5.80,1.04,2.48,0.33,1.93,0.28,5.08,3.06,,,,,,,,2.80,,5.19,1.11,0.51280,0.70442,19.64,15.65,39.60,0.28290,,,,-19.99506667,-158.1198,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936398,
s_AT1004  [24409],[24409],OCEAN ISLAND,Austral Cook: EM,AUSTRAL-COOK ISLANDS / ATIU,,-20.00,-158.12,,,"BASALT, TRANSITIONAL [24409]",,,,WR [24409],VOL,,43.56,2.61,12.05,,,,,10.06,,0.20,8.00,12.74,2.19,0.84,0.38,6.84,,,,,,,,,,32.65,,258.60,881.00,,,257.30,53.70,99.20,16.30,,,,,20.53,549.76,24.44,196.73,41.28,,,,,,,,,,,0.29,293.05,38.20,75.03,8.85,34.86,7.34,2.27,6.57,0.99,5.39,0.98,2.32,0.30,1.76,0.26,4.71,2.66,,,,,,,,2.42,,4.55,1.00,0.51279,0.70443,19.64,15.66,39.66,0.28293,,,,-19.99506667,-158.1198,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936399,
s_AT-50C [452] / s_AT-50C_UNLEACHED [814],[452][814],OCEAN ISLAND,Austral Cook: EM,AUSTRAL-COOK ISLANDS / ATIU,1 KM NORTH OF AREORA VILLAGE,-19.98,-158.10,,,"PICRITE [452] / BASALT, ALKALINE, OLIVINE [814]",,,,WR [452],VOL,,43.60,2.31,10.80,,,,,11.37,,0.18,15.70,10.61,1.90,0.78,0.34,1.07,,,,,,,,,,,,,976.00,,,475.00,,,,,,,,7.37,301.00,21.00,152.00,38.00,,,,,,,,,,,,250.00,30.50,66.70,,48.00,9.71,1.97,4.79,0.77,,,,,1.73,,3.81,2.90,,,,,,,,2.01,,3.82,0.92,0.51279,0.70451,19.67,15.63,39.59,,,,,-19.98,-158.1,SAE,,,,PORPHYRITIC [452],,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6419-AT-50C,
s_AT-83A_UNLEACHED [809],[809][814],OCEAN ISLAND,Austral Cook: EM,AUSTRAL-COOK ISLANDS / ATIU,,-19.98,-158.10,,,ANKARAMITE [809],,,,WR [809],VOL,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,11.00,367.00,,,,,,,,,,,,,,,,,,,42.30,11.40,,,,,,,,,,,,,,,,,,,2.15,,3.83,1.19,0.51277,0.70463,19.57,15.64,39.53,,,,,-19.98,-158.1,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568-AT-83A_UNLEACHED,
s_ATU-11 [5216],[5216][4070],OCEAN ISLAND,Austral Cook: EM,AUSTRAL-COOK ISLANDS / ATIU,,-19.98,-158.10,,,BASALT [5216],,,,WR [5216],VOL,,49.53,3.28,14.87,,8.69,,6.25,,,0.09,4.74,9.69,2.62,1.42,0.36,,,,,,,,,,,28.70,,,,,,193.00,,,,,,,,,,,263.39,,,,,,,,,,,,,,33.23,69.90,,,6.77,2.29,,,,,,,,,6.16,,,,,,,,,,,,,0.51277,0.70466,19.58,15.64,39.58,,,,,-19.98,-158.1,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568-ATU-11,
s_ATU-02 [4070],[4070],OCEAN ISLAND,Austral Cook: EM,AUSTRAL-COOK ISLANDS / ATIU,,-19.98,-158.10,,,BASALT [4070],,,,WR [4070],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51277,0.70481,20.04,15.72,40.22,,,,,-19.98,-158.1,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72297,
s_AT1011  [24409],[24409],OCEAN ISLAND,Austral Cook: EM,AUSTRAL-COOK ISLANDS / ATIU,,-20.00,-158.11,,,"BASALT, ALKALINE [24409]",,,,WR [24409],VOL,,44.68,2.66,11.72,,,,,9.87,,0.18,10.57,12.27,2.39,1.09,0.33,3.36,,,,,,,,,,34.67,,264.92,857.39,,,234.22,43.03,84.94,16.67,,,,,28.58,435.18,22.78,191.67,35.75,,,,,,,,,,,0.27,235.69,29.78,62.10,7.74,31.20,6.96,2.11,6.24,0.93,5.10,0.92,2.20,0.29,1.68,0.24,4.71,2.41,,,,,,,,2.19,,3.66,0.86,0.51279,0.70494,19.55,15.66,39.67,0.28293,,,,-19.99636667,-158.1144,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936400,
s_AT-87A_UNLEACHED [809],[809][814],OCEAN ISLAND,Austral Cook: EM,AUSTRAL-COOK ISLANDS / ATIU,,-19.98,-158.10,,,ANKARAMITE [809],,,,WR [809],VOL,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,8.28,245.00,,,,,,,,,,,,,,,,,,,13.90,3.62,,,,,,,,,,,,,,,,,,,2.14,,2.90,0.87,0.51279,0.70499,19.51,15.62,39.52,,,,,-19.98,-158.1,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568-AT-87A_UNLEACHED,
ATT127,,OCEAN ISLAND,Austral Cook: EM,Aitutaki,,-18.93,-159.76,,,,,,,,,,41.80,2.29,11.30,,,12.75,,11.47,,0.19,11.24,11.90,3.30,1.38,1.20,2.12,,,,,,,,,,21.67,,191.27,,,54.50,219.21,,,,,,,,67.72,2094.97,31.46,163.31,78.98,,,,,,,,,,,4.36,1047.42,100.27,173.84,18.92,72.20,12.93,3.85,10.46,1.31,7.05,1.24,2.81,0.34,1.89,0.25,3.72,3.80,2.67,,,,,,,11.27,,18.55,2.65,0.51276,0.70455,18.70,15.60,38.83,0.28292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATT152,,OCEAN ISLAND,Austral Cook: EM,Aitutaki,,-18.93,-159.76,,,,,,,,,,41.22,2.19,11.45,,,13.00,,11.70,,0.20,11.31,11.75,3.75,1.50,1.08,1.65,,,,,,,,,,20.72,,171.38,384.79,,57.77,235.85,,,,,,,,45.80,1154.60,32.11,164.68,78.82,,,,,,,,,,,4.09,1028.86,100.04,173.69,18.93,72.40,12.83,3.83,10.58,1.31,7.00,1.22,2.78,0.33,1.89,0.25,3.74,3.75,2.35,,,,,,,10.50,,18.52,3.12,0.51276,0.70455,18.73,15.60,38.85,0.28290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATT138,,OCEAN ISLAND,Austral Cook: EM,Aitutaki,,-18.93,-159.76,,,,,,,,,,40.64,2.21,11.33,,,12.80,,11.52,,0.19,12.18,12.10,3.37,1.33,1.07,1.95,,,,,,,,,,21.37,,186.59,349.35,,58.73,229.63,,,,,,,,51.54,1238.43,32.17,165.13,79.52,,,,,,,,,,,1.44,704.62,100.94,176.03,18.98,72.51,13.02,3.89,10.50,1.31,7.02,1.19,2.73,0.33,1.85,0.24,3.77,3.82,0.80,,,,,,,11.13,,18.87,2.67,0.51276,0.70456,18.62,15.60,38.73,0.28291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATT136,,OCEAN ISLAND,Austral Cook: EM,Aitutaki,,-18.93,-159.76,,,,,,,,,,41.33,2.20,11.17,,,12.75,,11.47,,0.19,11.66,11.83,3.34,1.29,1.05,2.32,,,,,,,,,,20.31,,183.03,355.00,,56.22,,,,,,,,,46.70,2196.65,30.98,164.60,80.13,,,,,,,,,,,1.99,902.44,97.58,167.81,18.24,69.31,12.47,3.71,10.40,1.27,6.82,1.19,2.70,0.32,1.82,0.24,3.73,3.85,1.91,,,,,,,11.50,,18.52,3.07,0.51276,0.70456,18.65,15.60,38.77,0.28291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATT139,,OCEAN ISLAND,Austral Cook: EM,Aitutaki,,-18.93,-159.76,,,,,,,,,,45.62,2.00,11.27,,,11.83,,10.64,,0.16,12.86,9.85,2.16,1.06,0.64,2.19,,,,,,,,,,22.60,,159.54,586.42,,69.73,595.21,,,,,,,,15.67,767.72,23.43,140.20,47.94,,,,,,,,,,,1.10,715.57,43.12,75.80,8.61,35.03,7.22,2.34,6.58,0.87,4.82,0.88,2.09,0.26,1.47,0.20,3.24,2.52,0.96,,,,,,,5.68,,7.16,1.31,0.51271,0.70470,18.68,15.61,38.87,0.28287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATT145,,OCEAN ISLAND,Austral Cook: EM,Aitutaki,,-18.93,-159.76,,,,,,,,,,44.94,2.13,11.35,,,12.04,,10.83,,0.16,11.95,10.20,4.00,1.11,0.65,0.70,,,,,,,,,,20.01,,178.24,527.59,,59.96,380.53,,,,,,,,62.48,809.99,21.62,150.52,51.13,,,,,,,,,,,1.20,633.75,43.47,78.26,8.81,35.88,7.42,2.38,6.71,0.88,4.83,0.84,1.95,0.25,1.39,0.19,3.54,2.85,1.32,,,,,,,5.76,,7.74,1.47,0.51272,0.70484,18.64,15.59,38.78,0.28287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATT148,,OCEAN ISLAND,Austral Cook: EM,Aitutaki,,-18.93,-159.76,,,,,,,,,,44.93,2.14,11.71,,,12.00,,10.80,,0.16,11.58,10.00,3.13,0.60,0.64,2.43,,,,,,,,,,19.65,,168.15,512.21,,58.34,367.59,,,,,,,,29.68,857.78,22.31,156.83,54.08,,,,,,,,,,,1.67,635.89,45.02,81.20,9.08,37.04,7.73,2.50,6.68,0.87,4.81,0.86,2.02,0.25,1.38,0.18,3.68,2.99,1.29,,,,,,,4.87,,7.50,1.44,0.51272,0.70486,18.65,15.60,38.82,0.28288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATT104,,OCEAN ISLAND,Austral Cook: EM,Aitutaki,,-18.93,-159.76,,,,,,,,,,39.81,2.58,11.00,,,12.74,,11.46,,0.20,10.77,12.48,4.57,2.07,1.09,1.94,,,,,,,,,,18.42,,171.43,258.12,,56.68,191.48,,,,,,,,48.51,1136.93,29.08,202.09,85.83,,,,,,,,,,,0.82,546.64,83.82,149.97,16.73,66.07,12.36,3.75,10.21,1.28,6.82,1.17,2.65,0.32,1.74,0.23,4.37,4.43,1.76,,,,,,,10.87,,14.55,2.38,0.51268,0.70487,18.95,15.62,39.14,0.28287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATT144,,OCEAN ISLAND,Austral Cook: EM,Aitutaki,,-18.93,-159.76,,,,,,,,,,45.13,2.15,11.50,,,11.95,,10.75,,0.16,12.26,10.05,3.21,0.70,0.68,1.80,,,,,,,,,,19.71,,178.48,540.01,,59.03,397.08,,,,,,,,30.61,833.61,21.69,150.88,51.72,,,,,,,,,,,1.58,630.43,44.00,79.53,8.96,36.47,7.54,2.43,6.79,0.88,4.83,0.88,2.01,0.25,1.41,0.19,3.53,2.84,1.18,,,,,,,5.06,,7.43,1.47,0.51273,0.70487,18.64,15.60,38.80,0.28287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATT119,,OCEAN ISLAND,Austral Cook: EM,Aitutaki,,-18.93,-159.76,,,,,,,,,,39.63,2.50,11.25,,,12.60,,11.34,,0.19,11.60,12.48,3.92,1.80,1.05,2.12,,,,,,,,,,17.49,,168.25,239.16,,53.56,174.82,,,,,,,,46.55,1540.00,30.36,208.80,86.61,,,,,,,,,,,1.23,841.11,87.46,154.13,17.28,67.87,12.49,3.75,10.39,1.30,6.91,1.20,2.72,0.33,1.77,0.23,4.45,4.50,0.27,,,,,,,11.21,,15.31,3.12,0.51269,0.70487,18.85,15.62,39.03,0.28286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATT103,,OCEAN ISLAND,Austral Cook: EM,Aitutaki,,-18.93,-159.76,,,,,,,,,,40.58,2.64,11.16,,,12.88,,11.59,,0.19,10.44,12.12,4.05,1.85,1.07,2.17,,,,,,,,,,18.69,,185.28,274.11,,58.17,219.80,,,,,,,,42.20,1047.66,29.77,208.57,83.81,,,,,,,,,,,0.83,244.16,84.25,150.02,16.92,67.02,12.52,3.77,10.11,1.26,6.67,1.15,2.61,0.31,1.71,0.22,4.52,4.36,0.62,,,,,,,10.07,,14.66,2.14,0.51268,0.70487,18.92,15.62,39.14,0.28287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATT125,,OCEAN ISLAND,Austral Cook: EM,Aitutaki,,-18.93,-159.76,,,,,,,,,,39.25,2.43,11.00,,,12.62,,11.36,,0.29,12.16,12.34,4.13,1.72,1.11,2.48,,,,,,,,,,18.89,,166.17,256.80,,57.33,203.94,,,,,,,,35.56,1232.66,28.31,200.68,94.00,,,,,,,,,,,0.63,607.24,80.78,154.60,17.21,65.52,12.27,3.92,10.26,1.29,6.76,1.16,2.59,0.31,1.69,0.21,4.35,4.64,2.06,,,,,,,8.47,,11.94,2.76,0.51269,0.70488,18.91,15.62,39.11,0.28286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATT106,,OCEAN ISLAND,Austral Cook: EM,Aitutaki,,-18.93,-159.76,,,,,,,,,,39.05,2.58,11.07,,,12.90,,11.61,,0.19,11.60,11.86,4.70,2.15,1.11,1.96,,,,,,,,,,18.64,,173.25,247.13,,55.92,188.09,,,,,,,,44.22,930.68,30.75,209.41,85.97,,,,,,,,,,,0.75,1117.77,84.07,148.29,16.82,66.31,12.40,3.74,10.45,1.28,6.80,1.16,2.63,0.31,1.73,0.22,4.53,4.44,1.41,,,,,,,10.31,,15.17,2.87,0.51268,0.70488,18.94,15.63,39.16,0.28287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATU114,,OCEAN ISLAND,Austral Cook: EM,Atiu,,-19.98,-158.10,,,,,,,,,,43.86,2.16,8.57,,,13.18,,11.86,,0.19,18.30,9.27,1.87,0.74,0.40,1.21,,,,,,,,,,27.33,,182.37,1070.48,,80.79,546.02,,,,,,,,20.80,418.54,17.75,138.20,34.52,,,,,,,,,,,0.26,223.73,30.75,59.33,6.93,28.05,5.47,1.63,5.45,0.73,4.16,0.78,1.94,0.26,1.50,0.21,3.28,2.07,0.30,,,,,,,2.06,,3.45,0.88,0.51279,0.70419,19.55,15.65,39.47,0.28292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATU104,,OCEAN ISLAND,Austral Cook: EM,Atiu,,-19.98,-158.10,,,,,,,,,,45.88,3.25,15.32,,,11.72,,10.55,,0.20,5.14,10.23,3.17,1.28,0.62,2.47,,,,,,,,,,19.94,,277.31,48.95,,36.60,55.43,,,,,,,,34.82,634.92,29.72,231.99,60.22,,,,,,,,,,,0.48,330.51,45.68,90.91,10.79,44.10,8.56,2.59,7.88,1.06,6.17,1.18,2.95,0.39,2.36,0.33,5.48,3.69,0.50,,,,,,,4.06,,5.12,1.37,0.51279,0.70422,19.48,15.65,39.38,0.28291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATU133,,OCEAN ISLAND,Austral Cook: EM,Atiu,,-19.98,-158.10,,,,,,,,,,43.86,2.15,9.47,,,14.20,,12.78,,0.20,16.03,10.45,2.04,0.70,0.37,0.69,,,,,,,,,,29.69,,250.73,418.24,,86.06,450.23,,,,,,,,27.41,441.92,23.04,176.63,42.76,,,,,,,,,,,0.63,226.52,29.48,59.91,7.18,29.88,6.02,1.84,5.54,0.75,4.33,0.83,2.08,0.28,1.64,0.23,4.36,2.65,1.55,,,,,,,2.83,,3.35,0.87,0.51279,0.70428,19.54,15.65,39.47,0.28292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATU113,,OCEAN ISLAND,Austral Cook: EM,Atiu,,-19.98,-158.10,,,,,,,,,,45.48,3.10,15.58,,,11.40,,10.26,,0.18,5.17,10.95,3.32,1.53,0.63,2.60,,,,,,,,,,19.00,,292.50,158.98,,38.28,77.76,,,,,,,,38.10,673.30,27.78,222.38,60.24,,,,,,,,,,,0.46,352.64,43.12,83.63,9.88,39.90,7.74,2.33,6.71,0.91,5.34,1.03,2.63,0.35,2.09,0.29,5.10,3.68,0.58,,,,,,,3.32,,5.67,1.43,0.51277,0.70442,19.51,15.65,39.43,0.28292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATU132,,OCEAN ISLAND,Austral Cook: EM,Atiu,,-19.98,-158.10,,,,,,,,,,44.97,2.89,14.50,,,12.32,,11.09,,0.18,6.10,11.20,3.20,1.34,0.56,1.88,,,,,,,,,,21.64,,287.45,64.89,,41.14,70.95,,,,,,,,42.84,686.82,27.57,229.31,62.62,,,,,,,,,,,1.09,357.28,50.94,97.94,11.25,44.22,8.29,2.44,7.34,0.99,5.86,1.14,2.88,0.39,2.36,0.33,5.44,3.83,0.37,,,,,,,7.06,,6.14,1.51,0.51276,0.70444,19.53,15.65,39.53,0.28293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATU115,,OCEAN ISLAND,Austral Cook: EM,Atiu,,-19.98,-158.10,,,,,,,,,,45.20,3.17,15.08,,,12.58,,11.32,,0.18,5.28,10.70,3.30,1.50,0.60,1.57,,,,,,,,,,19.00,,285.71,16.96,,36.84,44.73,,,,,,,,43.51,723.68,30.55,251.00,67.58,,,,,,,,,,,0.52,390.09,52.72,102.87,11.99,48.06,9.12,2.70,7.35,0.99,5.80,1.10,2.84,0.38,2.31,0.32,5.81,4.37,0.54,,,,,,,3.82,,6.12,1.61,0.51277,0.70464,19.65,15.66,39.66,0.28291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATU128,,OCEAN ISLAND,Austral Cook: EM,Atiu,,-19.98,-158.10,,,,,,,,,,44.87,2.35,10.40,,,12.60,,11.34,,0.17,15.08,9.29,2.41,0.90,0.37,1.09,,,,,,,,,,27.13,,213.77,787.18,,73.90,429.94,,,,,,,,30.27,394.01,19.42,152.07,33.80,,,,,,,,,,,0.58,212.05,31.59,60.95,6.99,28.12,5.52,1.66,4.92,0.67,3.93,0.75,1.90,0.26,1.51,0.21,3.73,2.09,0.41,,,,,,,2.19,,3.46,0.88,0.51276,0.70469,19.52,15.65,39.53,0.28289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
